Folder,Image,Label,Area,Perimeter,Circularity,Aspect_Ratio,,,,,,,,,,,,,,
6,3,39,43,256.569,0.820865,1,,,,,,,,,8,4,9,0.888888,1.875,0.904534
6,3,40,87,383.848,0.742012,0.923077,,,,,,,,,8,5,1,0.296296,2.24999,0.0000774597
6,3,41,9,8,176.715,1,,,,,,,,,8,5,2,11.4931,1.02158,0.895358
6,3,42,12,10,150.796,133.333,,,,,,,,,8,5,3,4.11544,1.07042,0.751181
6,3,43,12,10,150.796,0.75,,,,,,,,,8,5,4,6.54305,1.17172,0.807829
6,3,44,23,154.142,121.645,0.666667,,,,,,,,,8,5,5,23.0604,1.04059,0.909605
6,3,45,9,8,176.715,1,,,,,,,,,9,1,1,14.3241,1.28571,0.951792
6,3,46,19,134.142,132.688,1.25,,,,,,,,,9,1,2,0.3125,2.66666,1
6,3,47,9,8,176.715,1,,,,,,,,,9,1,3,2.33657,1.54286,0.887945
6,4,1,12,10,150.796,133.333,,,,,,,,,9,1,4,1.34259,1.8,0.944749
6,4,2,12,10,150.796,133.333,,,,,,,,,9,1,5,4.49653,1.37143,0.73209
6,4,3,42,22,109.047,116.667,,,,,,,,,9,1,6,1.34259,1.8,0.944749
6,4,4,15,12,1.309,0.6,,,,,,,,,9,1,10,2.45673,1.33333,0.831089
6,4,5,15,114.142,14.468,1,,,,,,,,,9,1,11,1.34259,1.8,0.944749
6,4,6,15,12,1.309,166.667,,,,,,,,,9,1,12,2.46563,1.39535,0.689319
6,4,7,9,8,176.715,1,,,,,,,,,9,1,13,0.296296,2.24999,0.0000774597
6,4,8,12,10,150.796,0.75,,,,,,,,,9,1,14,2.77112,1.26087,0.778515
6,4,9,12,10,150.796,133.333,,,,,,,,,9,2,1,6.83337,1.13043,0.584704
6,4,10,9,8,176.715,1,,,,,,,,,9,2,2,2.16442,1.47368,0.614166
6,4,11,18,14,115.405,2,,,,,,,,,9,2,3,8.38118,1.16129,0.782478
6,4,12,12,10,150.796,0.75,,,,,,,,,9,2,6,0.541666,2,0.8
6,4,13,15,12,1.309,0.6,,,,,,,,,9,2,7,1.34259,1.8,0.944749
6,4,14,9,8,176.715,1,,,,,,,,,9,3,1,0.296296,2.24999,0.0000774597
6,4,15,15,12,1.309,0.6,,,,,,,,,9,3,2,3.7433,1.24242,0.54877
6,4,16,15,12,1.309,0.6,,,,,,,,,9,3,3,0.296296,2.24999,0.0000774597
6,4,17,22,148.284,125.731,1.5,,,,,,,,,9,3,4,5.74996,1.06796,0.55682
6,4,18,39,230.711,0.920744,114.286,,,,,,,,,9,3,5,0.541666,2,0.8
6,4,19,15,12,1.309,166.667,,,,,,,,,9,3,6,0.296296,2.24999,0.0000774597
6,4,20,20,14,128.228,0.8,,,,,,,,,9,3,7,0.296296,2.24999,0.0000774597
6,4,21,9,8,176.715,1,,,,,,,,,9,3,8,1.19921,1.65217,0.696279
6,4,22,70,313.137,0.897096,1,,,,,,,,,9,3,9,0.296296,2.24999,0.0000774597
6,4,23,34,224.853,0.845069,0.666667,,,,,,,,,9,3,10,0.888888,1.875,0.904534
6,4,24,39,210.711,110.383,1,,,,,,,,,9,3,11,0.496326,2,0.785416
6,4,25,19,134.142,132.688,0.8,,,,,,,,,9,4,1,0.138889,2.99999,1
6,4,26,39,214.142,106.874,0.857143,,,,,,,,,9,4,2,0.296296,2.24999,0.0000774597
6,4,27,15,12,1.309,0.6,,,,,,,,,9,4,3,0.296296,2.24999,0.0000774597
6,4,28,35,202.426,107.336,1.6,,,,,,,,,9,4,4,0.541666,2,0.8
6,4,29,71,335.563,0.792353,0.692308,,,,,,,,,9,4,5,4.00505,1.23529,0.6259
6,4,30,9,8,176.715,1,,,,,,,,,9,4,6,0.296296,2.24999,0.0000774597
6,4,31,12,10,150.796,0.75,,,,,,,,,9,5,1,3.62977,1.29167,0.91243
6,4,32,27,222.426,0.685805,1,,,,,,,,,9,5,2,3.99056,1.15068,0.509553
6,4,33,9,8,176.715,1,,,,,,,,,9,5,3,0.296296,2.24999,0.0000774597
6,4,34,9,8,176.715,1,,,,,,,,,9,5,4,14.7935,1.0582,0.797621
6,4,35,18,14,115.405,2,,,,,,,,,10,1,1,3.63095,1.4,0.583643
6,4,36,6,6,209.439,0.666667,,,,,,,,,10,1,2,2.90031,1.66667,0.974656
6,5,1,57,284.853,0.882762,0.8,,,,,,,,,10,1,3,0.138889,2.99999,1
6,5,2,34,216.569,0.910957,0.555556,,,,,,,,,10,1,4,1.60166,1.57143,0.830689
6,5,3,9,8,176.715,1,,,,,,,,,10,1,5,3.40364,1.39286,0.609614
6,5,4,59,264.853,105.695,0.7,,,,,,,,,10,1,6,3.68263,1.30159,0.469874
6,5,5,83,355.563,0.824999,109.091,,,,,,,,,10,1,11,0.296296,2.24999,0.0000774597
6,5,6,15,12,1.309,166.667,,,,,,,,,10,1,12,0.541666,2,0.8
6,5,7,9,8,176.715,1,,,,,,,,,10,1,13,0.541666,2,0.8
6,5,8,51,270.711,0.874519,0.888889,,,,,,,,,10,1,14,1.19921,1.65217,0.696279
6,5,9,12,10,150.796,0.75,,,,,,,,,10,1,15,3.91389,1.31343,0.355465
6,5,10,46,262.426,0.839368,1,,,,,,,,,10,1,16,2.27778,1.5,0.634099
6,5,11,21,188.284,0.744391,1,,,,,,,,,10,1,17,0.296296,2.24999,0.0000774597
6,5,12,74,335.563,0.825833,1,,,,,,,,,10,1,18,2.84556,1.375,0.582934
6,5,13,31,196.569,100.819,0.857143,,,,,,,,,10,1,19,0.541666,2,0.8
6,5,14,21,16,103.084,233.333,,,,,,,,,10,1,20,2.90867,1.44681,0.772059
6,5,15,23,148.284,131.446,1,,,,,,,,,10,1,21,0.888888,1.875,0.904534
6,5,16,22,162.426,10.479,0.833333,,,,,,,,,10,1,22,0.296296,2.24999,0.0000774597
6,5,17,15,12,1.309,0.6,,,,,,,,,10,1,23,1.70923,1.58621,0.825816
6,5,18,43,244.853,0.901297,0.6,,,,,,,,,10,1,24,4.66652,1.21519,0.657755
6,5,19,18,134.142,125.705,0.8,,,,,,,,,10,1,25,4.43828,1.1831,0.833877
6,5,20,12,10,150.796,133.333,,,,,,,,,10,1,26,0.296296,2.24999,0.0000774597
6,5,21,19,134.142,132.688,0.8,,,,,,,,,10,1,27,3.1558,1.35849,0.674389
7,1,1,6,6,209.439,1.5,,,,,,,,,10,1,28,0.888888,1.875,0.904534
7,1,2,6,6,209.439,1.5,,,,,,,,,10,1,29,3.26806,1.4,0.828958
7,1,3,32,194.142,106.689,1.4,,,,,,,,,10,1,30,0.541666,2,0.8
7,1,4,12,10,150.796,0.75,,,,,,,,,10,1,31,4.36608,1.07143,0.890149
7,1,5,15,12,1.309,166.667,,,,,,,,,10,1,32,3.2817,1.38182,0.598849
7,1,6,9,8,176.715,1,,,,,,,,,10,1,33,0.888888,1.875,0.904534
7,1,7,74,370.711,0.676661,144.444,,,,,,,,,10,1,34,3.20705,1.35849,0.571966
7,1,8,46,230.711,108.601,0.875,,,,,,,,,10,1,35,13.4596,0.953642,0.879643
7,1,9,29,196.569,0.943148,116.667,,,,,,,,,10,1,36,2.0849,1.24324,0.79166
7,1,10,85,369.706,0.781478,1.4,,,,,,,,,10,1,37,0.296296,2.24999,0.0000774597
7,1,11,28,168.284,124.246,1.2,,,,,,,,,10,1,38,0.888888,1.875,0.904534
7,1,12,30,216.569,0.803786,1,,,,,,,,,10,1,39,0.541666,2,0.8
7,1,13,35,214.142,0.959122,2.25,,,,,,,,,10,1,40,0.138889,2.99999,1
7,1,14,15,12,1.309,166.667,,,,,,,,,10,2,1,2.30587,1.38095,0.398708
7,1,15,105,47.799,0.577513,0.764706,,,,,,,,,10,2,2,23.2018,0.909091,0.568317
7,1,16,41,230.711,0.967962,0.666667,,,,,,,,,10,2,3,3.24335,1.28571,0.572816
7,1,17,15,12,1.309,0.6,,,,,,,,,10,2,4,0.888888,1.875,0.904534
7,1,18,38,216.569,101.813,1,,,,,,,,,10,2,5,3.76025,1.32258,0.711709
7,1,19,65,290.711,0.966499,1,,,,,,,,,10,2,6,0.296296,2.24999,0.0000774597
7,1,20,26,176.569,104.799,1.4,,,,,,,,,10,2,7,1.34259,1.8,0.944749
7,1,21,15,12,1.309,0.6,,,,,,,,,10,2,8,3.79048,1.34615,0.893586
7,1,22,9,8,176.715,1,,,,,,,,,10,2,9,0.296296,2.24999,0.0000774597
7,1,23,30,18,116.355,1.2,,,,,,,,,10,2,10,6.05121,1.04167,0.785275
7,1,24,48,244.853,10.061,0.6,,,,,,,,,10,2,11,0.800217,1.7647,0.449734
7,1,25,78,336.569,0.865282,0.666667,,,,,,,,,10,2,12,2.22227,1.48718,0.63289
7,1,26,15,114.142,14.468,1,,,,,,,,,10,2,13,0.496326,2,0.785415
7,1,27,18,14,115.405,2,,,,,,,,,10,2,15,4.10438,1.23944,0.492419
7,1,28,9,8,176.715,1,,,,,,,,,10,2,16,2.53663,1.42857,0.772309
7,1,30,23,154.142,121.645,1.5,,,,,,,,,10,2,17,7.56737,1.19192,0.881936
7,1,31,16,12,139.626,1,,,,,,,,,10,2,18,0.138889,2.99999,1
7,1,32,27,222.426,0.685805,0.75,,,,,,,,,10,2,19,0.3125,2.66666,1
7,1,33,37,222.426,0.939807,1,,,,,,,,,10,3,1,1.34259,1.8,0.944749
7,1,34,42,296.569,0.60008,0.8,,,,,,,,,10,3,2,0.541666,2,0.8
7,1,35,33,234.142,0.756423,1,,,,,,,,,10,3,3,0.541666,2,0.8
7,1,36,9,8,176.715,1,,,,,,,,,10,3,4,2.54839,1.40909,0.748442
7,1,37,77,375.563,0.686015,118.182,,,,,,,,,10,3,5,1.34259,1.8,0.944749
7,1,38,9,8,176.715,1,,,,,,,,,10,3,6,1.41979,1.5,0.60988
7,1,39,27,174.142,111.883,1.75,,,,,,,,,10,3,7,7.16789,1.23529,0.818
7,1,40,16,12,139.626,1,,,,,,,,,10,3,8,6.36055,1.11688,0.886987
7,1,41,12,10,150.796,133.333,,,,,,,,,10,3,9,0.541666,2,0.8
7,1,42,18,148.284,102.871,0.666667,,,,,,,,,10,3,10,1.34259,1.8,0.944749
7,1,43,44,330.711,0.505552,0.818182,,,,,,,,,10,3,11,3.23196,1.30435,0.911043
7,1,44,9,8,176.715,1,,,,,,,,,10,3,12,3.51374,1.34545,0.758732
7,1,45,41,262.426,0.748133,128.571,,,,,,,,,10,3,15,0.888888,1.875,0.904534
7,1,46,15,12,1.309,0.6,,,,,,,,,10,3,16,0.541666,2,0.8
7,1,47,12,10,150.796,0.75,,,,,,,,,10,4,1,0.888888,1.875,0.904534
7,1,48,31,182.426,117.057,1.4,,,,,,,,,10,4,2,0.541666,2,0.8
7,1,49,12,10,150.796,0.75,,,,,,,,,10,4,3,4.81914,1.29114,0.663651
7,1,50,18,14,115.405,2,,,,,,,,,10,4,4,0.541666,2,0.8
7,1,51,18,14,115.405,2,,,,,,,,,10,4,5,0.296296,2.24999,0.0000774597
7,1,52,18,168.284,0.798721,0.833333,,,,,,,,,10,4,6,0.296296,2.24999,0.0000774597
7,1,53,184,63.799,0.568068,176.923,,,,,,,,,10,4,7,0.541666,2,0.8
7,1,54,12,10,150.796,133.333,,,,,,,,,10,5,1,1.77244,1.375,0.779978
7,1,55,28,168.284,124.246,1.2,,,,,,,,,10,5,3,0.888888,1.875,0.904534
7,1,56,15,12,1.309,0.6,,,,,,,,,10,5,4,0.138889,2.99999,1
7,1,57,9,8,176.715,1,,,,,,,,,10,6,1,0.888888,1.875,0.904534
7,1,58,9,8,176.715,1,,,,,,,,,10,6,2,10.3578,0.965035,0.623429
7,1,59,12,10,150.796,133.333,,,,,,,,,10,6,5,0.296296,2.24999,0.0000774597
7,1,60,15,12,1.309,166.667,,,,,,,,,11,1,1,2.03083,1.48571,0.710842
7,1,61,61,307.279,0.811845,1,,,,,,,,,11,1,6,0.296296,2.24999,0.0000774597
7,1,62,34,196.569,110.576,116.667,,,,,,,,,11,1,7,0.296296,2.24999,0.0000774597
7,1,63,6,6,209.439,1.5,,,,,,,,,11,1,8,2.07499,1.5,0.660537
7,2,1,13,114.142,12.539,166.667,,,,,,,,,11,1,9,0.541666,2,0.8
7,2,2,39,202.426,119.602,0.857143,,,,,,,,,11,1,10,0.296296,2.24999,0.0000774597
7,2,3,12,10,150.796,0.75,,,,,,,,,11,1,11,2.94686,1.33333,0.636775
7,2,4,9,8,176.715,1,,,,,,,,,11,1,12,4.41262,1.29577,0.710671
7,2,5,29,196.569,0.943148,116.667,,,,,,,,,11,1,13,1.90476,1.75,0.964486
7,2,6,22,148.284,125.731,0.666667,,,,,,,,,11,1,14,0.3125,2.66666,1
7,2,7,12,10,150.796,0.75,,,,,,,,,11,1,15,0.296296,2.24999,0.0000774597
7,2,8,12,10,150.796,0.75,,,,,,,,,11,1,16,4.33856,1.17333,0.44556
7,2,9,21,168.284,0.931842,0.833333,,,,,,,,,11,1,17,1.19921,1.65217,0.696279
7,2,10,19,134.142,132.688,1.25,,,,,,,,,11,1,18,5.4721,1.26437,0.62491
7,2,11,41,216.569,109.851,0.75,,,,,,,,,11,1,19,3.3736,1.36842,0.587793
7,2,12,24,18,0.930842,0.375,,,,,,,,,11,1,20,6.19657,1.16832,0.622507
7,2,13,36,228.284,0.868081,1,,,,,,,,,11,1,21,5.74194,1.28736,0.699434
7,2,14,21,16,103.084,233.333,,,,,,,,,11,1,22,1.15278,1.63636,0.719855
7,2,15,27,176.569,10.883,0.714286,,,,,,,,,11,1,23,0.541666,2,0.8
7,2,16,15,12,1.309,0.6,,,,,,,,,11,1,24,0.541666,2,0.8
7,2,17,33,188.284,116.976,1,,,,,,,,,11,1,25,1.34259,1.8,0.944749
7,2,18,61,298.995,0.857456,0.727273,,,,,,,,,11,1,26,0.296296,2.24999,0.0000774597
7,2,19,12,10,150.796,133.333,,,,,,,,,11,1,27,4.25996,1.27536,0.582796
7,2,20,12,10,150.796,133.333,,,,,,,,,11,1,28,0.138889,2.99999,1
7,2,21,54,284.853,0.836301,1.25,,,,,,,,,11,1,29,7.15229,1.21818,0.705717
7,2,24,15,114.142,14.468,1,,,,,,,,,11,1,30,7.17807,1.02655,0.844431
7,2,26,25,162.426,119.079,0.833333,,,,,,,,,11,1,31,3.38584,1.36842,0.64335
7,2,27,26,168.284,115.371,1.2,,,,,,,,,11,1,32,5.50703,1.22222,0.539552
7,2,28,65,298.995,0.913683,0.727273,,,,,,,,,11,1,33,0.138889,2.99999,1
7,2,29,21,16,103.084,233.333,,,,,,,,,11,1,34,0.138889,2.99999,1
7,2,30,23,154.142,121.645,1.5,,,,,,,,,11,2,1,3.06548,1.66667,0.977813
7,2,31,9,8,176.715,1,,,,,,,,,11,2,2,0.138889,2.99999,1
7,2,32,15,12,1.309,0.6,,,,,,,,,11,2,3,5.36457,1.20455,0.670692
7,2,33,12,10,150.796,133.333,,,,,,,,,11,2,4,8.64661,1.15966,0.867953
7,2,34,9,8,176.715,1,,,,,,,,,11,2,5,3.72456,1.32258,0.697111
7,3,1,6,6,209.439,1.5,,,,,,,,,11,2,6,0.138889,2.99999,1
7,3,2,26,168.284,115.371,0.571429,,,,,,,,,11,2,7,2.17839,1.3,0.701525
7,3,3,9,8,176.715,1,,,,,,,,,11,2,8,3.49495,1.26923,0.890791
7,3,4,15,12,1.309,0.6,,,,,,,,,11,2,9,4.66735,1.34328,0.81728
7,3,5,24,16,11.781,0.666667,,,,,,,,,11,2,10,2.19571,1.33333,0.486086
7,3,6,20,14,128.228,0.8,,,,,,,,,11,2,11,2.89352,1.44,0.0000332142
7,3,7,12,10,150.796,0.75,,,,,,,,,11,2,12,5.93196,1.25581,0.834766
7,3,8,18,134.142,125.705,0.8,,,,,,,,,11,2,13,2.84848,1.43478,0.77008
7,3,9,9,8,176.715,1,,,,,,,,,11,2,14,0.800217,1.7647,0.449734
7,3,10,9,8,176.715,1,,,,,,,,,11,2,15,1.77083,1.6,0.834847
7,3,11,15,12,1.309,0.6,,,,,,,,,11,2,16,0.296296,2.24999,0.0000774597
7,3,12,85,344.853,0.898176,133.333,,,,,,,,,11,2,17,0.541666,2,0.8
7,3,13,105,555.563,0.427496,154.545,,,,,,,,,11,2,18,0.296296,2.24999,0.0000774597
7,3,14,9,8,176.715,1,,,,,,,,,11,2,19,0.541666,2,0.8
7,3,15,9,8,176.715,1,,,,,,,,,11,2,20,0.296296,2.24999,0.0000774597
7,3,16,9,8,176.715,1,,,,,,,,,11,2,21,0.296296,2.24999,0.0000774597
7,3,17,20,14,128.228,0.8,,,,,,,,,11,2,23,3.27206,1.14286,0.853226
7,3,18,9,8,176.715,1,,,,,,,,,11,2,25,3.79167,1.42857,0.850607
7,3,19,32,202.426,0.981354,0.857143,,,,,,,,,11,2,26,2.2275,1.33333,0.761069
7,3,20,31,194.142,103.355,2,,,,,,,,,11,2,27,0.296296,2.24999,0.0000774597
7,3,21,9,8,176.715,1,,,,,,,,,11,2,29,5.16948,1.13253,0.804525
7,3,22,26,208.284,0.753131,0.857143,,,,,,,,,11,2,30,0.541666,2,0.8
7,3,23,9,8,176.715,1,,,,,,,,,11,2,31,0.541666,2,0.8
7,3,24,49,276.569,0.805008,0.7,,,,,,,,,11,2,32,3.74547,1.20588,0.576714
7,3,25,53,276.569,0.870723,0.7,,,,,,,,,11,2,33,1.90476,1.75,0.964486
7,3,26,9,8,176.715,1,,,,,,,,,11,2,34,1.81944,1.41176,0.67248
7,3,27,12,10,150.796,0.75,,,,,,,,,11,2,35,2.98711,1.29412,0.684163
7,3,28,9,8,176.715,1,,,,,,,,,11,2,36,1.1459,1.63636,0.672944
7,3,29,22,148.284,125.731,1,,,,,,,,,11,2,37,5.67699,1.26667,0.410829
7,3,30,24,16,11.781,0.666667,,,,,,,,,11,3,1,0.138889,2.99999,1
7,3,31,18,14,115.405,2,,,,,,,,,11,3,2,1.34259,1.8,0.944749
7,3,32,18,14,115.405,0.5,,,,,,,,,11,3,3,1.77083,1.6,0.834847
7,3,33,114,440.416,0.738564,0.8125,,,,,,,,,11,3,4,5.56486,1.19101,0.782701
7,3,34,12,10,150.796,133.333,,,,,,,,,11,3,5,3.70859,1.39286,0.674732
7,3,35,9,8,176.715,1,,,,,,,,,11,3,6,1.34259,1.8,0.944749
7,3,36,6,6,209.439,1.5,,,,,,,,,11,3,7,2.27778,1.5,0.634099
7,4,1,30,184.853,110.326,0.857143,,,,,,,,,11,3,8,2.89352,1.44,0.0000332142
7,4,2,21,16,103.084,0.428571,,,,,,,,,11,3,10,1.25,1.66667,0.701269
7,4,3,9,8,176.715,1,,,,,,,,,11,3,11,0.541666,2,0.8
7,4,4,12,10,150.796,133.333,,,,,,,,,11,3,12,3.12038,1.31915,0.845216
7,4,5,27,176.569,10.883,0.714286,,,,,,,,,11,3,13,0.296296,2.24999,0.0000774597
7,4,6,9,8,176.715,1,,,,,,,,,11,3,14,4.18056,1.26471,0.77293
7,4,7,12,10,150.796,0.75,,,,,,,,,11,3,15,0.138889,2.99999,1
7,4,8,9,8,176.715,1,,,,,,,,,11,3,16,0.296296,2.24999,0.0000774597
7,4,9,9,8,176.715,1,,,,,,,,,11,3,17,4.8614,1.2987,0.534693
7,4,10,12,10,150.796,0.75,,,,,,,,,11,3,18,5.68287,1.23077,0.652712
7,4,11,23,168.284,102.059,1.2,,,,,,,,,11,3,19,0.296296,2.24999,0.0000774597
7,4,12,18,134.142,125.705,1.25,,,,,,,,,11,3,20,0.541666,2,0.8
7,4,13,34,210.711,0.962312,0.75,,,,,,,,,11,3,21,0.296296,2.24999,0.0000774597
7,4,14,9,8,176.715,1,,,,,,,,,11,3,22,2.32404,1.31707,0.639003
7,4,15,18,14,115.405,0.5,,,,,,,,,11,4,1,0.138889,2.99999,1
7,4,16,38,250.711,0.75971,1,,,,,,,,,11,4,2,0.296296,2.24999,0.0000774597
7,4,17,12,10,150.796,133.333,,,,,,,,,11,4,3,0.541666,2,0.8
7,4,18,9,8,176.715,1,,,,,,,,,11,4,4,4.04983,1.13889,0.724303
7,4,19,12,10,150.796,133.333,,,,,,,,,11,4,6,0.296296,2.24999,0.0000774597
7,4,20,41,256.569,0.782685,1,,,,,,,,,11,5,1,0.541666,2,0.8
7,4,21,12,10,150.796,133.333,,,,,,,,,11,5,2,1.77083,1.6,0.834847
7,4,23,13,114.142,12.539,0.6,,,,,,,,,11,5,3,0.541666,2,0.8
7,4,24,19,134.142,132.688,0.8,,,,,,,,,11,6,1,0.296296,2.24999,0.0000774597
7,4,25,45,236.569,101.044,114.286,,,,,,,,,11,6,2,0.296296,2.24999,0.0000774597
7,4,26,15,12,1.309,0.6,,,,,,,,,11,6,3,0.138889,2.99999,1
7,4,27,49,253.137,0.960936,0.7,,,,,,,,,11,6,4,4.37943,1.04348,0.82397
7,4,28,12,10,150.796,0.75,,,,,,,,,,,,,,
7,4,29,12,10,150.796,133.333,,,,,,,,,,,,,,
7,4,30,21,168.284,0.931842,266.667,,,,,,,,,,,,,,
7,5,1,19,134.142,132.688,0.8,,,,,,,,,,,,,,
7,5,2,25,162.426,119.079,0.833333,,,,,,,,,,,,,,
7,5,3,15,12,1.309,166.667,,,,,,,,,,,,,,
7,5,4,46,244.853,0.964179,1,,,,,,,,,,,,,,
7,5,5,50,230.711,118.044,114.286,,,,,,,,,,,,,,
7,5,6,9,8,176.715,1,,,,,,,,,,,,,,
7,5,7,18,128.284,137.447,0.8,,,,,,,,,,,,,,
7,5,8,9,8,176.715,1,,,,,,,,,,,,,,
7,5,9,12,10,150.796,0.75,,,,,,,,,,,,,,
7,5,10,34,188.284,12.052,1,,,,,,,,,,,,,,
7,5,12,15,12,1.309,0.6,,,,,,,,,,,,,,
7,5,13,28,196.569,0.910626,0.857143,,,,,,,,,,,,,,
7,5,14,18,14,115.405,2,,,,,,,,,,,,,,
7,5,15,14,108.284,15.004,1,,,,,,,,,,,,,,
7,5,16,25,176.569,100.768,0.714286,,,,,,,,,,,,,,
7,5,17,12,10,150.796,133.333,,,,,,,,,,,,,,
7,5,18,61,276.569,100.215,0.7,,,,,,,,,,,,,,
7,5,19,33,210.711,0.934008,1,,,,,,,,,,,,,,
7,5,20,12,10,150.796,0.75,,,,,,,,,,,,,,
7,5,21,6,6,209.439,1.5,,,,,,,,,,,,,,
7,5,22,10,10,125.664,2.5,,,,,,,,,,,,,,
8,1,1,6,6,209.439,1.5,,,,,,,,,,,,,,
8,1,2,33,188.284,116.976,1,,,,,,,,,,,,,,
8,1,3,47,264.853,0.841974,1.125,,,,,,,,,,,,,,
8,1,4,12,10,150.796,0.75,,,,,,,,,,,,,,
8,1,5,69,287.279,105.063,111.111,,,,,,,,,,,,,,
8,1,6,9,8,176.715,1,,,,,,,,,,,,,,
8,1,7,64,344.853,0.676273,0.615385,,,,,,,,,,,,,,
8,1,8,60,342.426,0.643023,185.714,,,,,,,,,,,,,,
8,1,9,36,202.426,110.402,116.667,,,,,,,,,,,,,,
8,1,10,6,6,209.439,0.666667,,,,,,,,,,,,,,
8,1,11,30,216.569,0.803786,133.333,,,,,,,,,,,,,,
8,1,12,96,398.995,0.757786,0.846154,,,,,,,,,,,,,,
8,1,13,54,282.426,0.850732,183.333,,,,,,,,,,,,,,
8,1,14,12,10,150.796,0.75,,,,,,,,,,,,,,
8,1,15,52,302.426,0.714453,2.6,,,,,,,,,,,,,,
8,1,16,29,176.569,116.891,1,,,,,,,,,,,,,,
8,1,17,9,8,176.715,1,,,,,,,,,,,,,,
8,1,18,15,12,1.309,0.6,,,,,,,,,,,,,,
8,1,19,15,12,1.309,0.6,,,,,,,,,,,,,,
8,1,20,49,236.569,110.025,0.875,,,,,,,,,,,,,,
8,1,21,9,8,176.715,1,,,,,,,,,,,,,,
8,1,22,12,10,150.796,133.333,,,,,,,,,,,,,,
8,1,23,22,154.142,116.356,1,,,,,,,,,,,,,,
8,1,24,12,10,150.796,133.333,,,,,,,,,,,,,,
8,1,25,56,310.711,0.72893,111.111,,,,,,,,,,,,,,
8,1,26,12,10,150.796,133.333,,,,,,,,,,,,,,
8,1,27,12,10,150.796,133.333,,,,,,,,,,,,,,
8,1,28,22,148.284,125.731,1,,,,,,,,,,,,,,
8,1,29,21,154.142,111.067,1.5,,,,,,,,,,,,,,
8,1,30,49,258.995,0.917959,0.7,,,,,,,,,,,,,,
8,1,31,111,462.426,0.6523,0.368421,,,,,,,,,,,,,,
8,1,32,20,168.284,0.887468,1.2,,,,,,,,,,,,,,
8,1,33,12,10,150.796,133.333,,,,,,,,,,,,,,
8,1,34,38,236.569,0.853256,114.286,,,,,,,,,,,,,,
8,1,35,30,182.426,113.281,0.714286,,,,,,,,,,,,,,
8,1,36,18,14,115.405,0.5,,,,,,,,,,,,,,
8,2,1,12,10,150.796,0.75,,,,,,,,,,,,,,
8,2,2,9,8,176.715,1,,,,,,,,,,,,,,
8,2,3,42,236.569,0.943073,114.286,,,,,,,,,,,,,,
8,2,4,15,12,1.309,166.667,,,,,,,,,,,,,,
8,2,5,32,248.284,0.652321,2,,,,,,,,,,,,,,
8,2,6,45,230.711,10.624,114.286,,,,,,,,,,,,,,
8,2,7,44,238.995,0.968022,0.777778,,,,,,,,,,,,,,
8,2,8,20,14,128.228,0.8,,,,,,,,,,,,,,
8,2,9,34,216.569,0.910957,0.75,,,,,,,,,,,,,,
8,2,10,110,426.274,0.760719,0.75,,,,,,,,,,,,,,
8,2,11,23,154.142,121.645,0.666667,,,,,,,,,,,,,,
8,2,12,25,168.284,110.934,1.2,,,,,,,,,,,,,,
8,2,13,30,216.569,0.803786,0.75,,,,,,,,,,,,,,
8,2,14,19,148.284,108.586,1,,,,,,,,,,,,,,
8,2,15,32,194.142,106.689,1,,,,,,,,,,,,,,
8,2,16,18,134.142,125.705,0.8,,,,,,,,,,,,,,
8,2,17,100,39.799,0.793352,0.857143,,,,,,,,,,,,,,
8,2,18,15,12,1.309,166.667,,,,,,,,,,,,,,
8,2,19,42,222.426,106.681,1,,,,,,,,,,,,,,
8,2,20,6,6,209.439,1.5,,,,,,,,,,,,,,
8,3,1,6,6,209.439,1.5,,,,,,,,,,,,,,
8,3,2,9,8,176.715,1,,,,,,,,,,,,,,
8,3,3,37,216.569,0.991336,0.75,,,,,,,,,,,,,,
8,3,4,12,10,150.796,133.333,,,,,,,,,,,,,,
8,3,5,46,236.569,103.289,1.5,,,,,,,,,,,,,,
8,3,6,12,10,150.796,0.75,,,,,,,,,,,,,,
8,3,7,56,298.995,0.787173,111.111,,,,,,,,,,,,,,
8,3,8,80,392.132,0.653785,1,,,,,,,,,,,,,,
8,3,9,38,216.569,101.813,1,,,,,,,,,,,,,,
8,3,10,26,168.284,115.371,1.75,,,,,,,,,,,,,,
8,3,11,18,14,115.405,2,,,,,,,,,,,,,,
8,3,12,6,6,209.439,0.666667,,,,,,,,,,,,,,
8,3,13,43,224.853,106.876,114.286,,,,,,,,,,,,,,
8,3,14,51,374.142,0.457833,0.166667,,,,,,,,,,,,,,
8,4,1,12,10,150.796,133.333,,,,,,,,,,,,,,
8,4,2,36,202.426,110.402,0.857143,,,,,,,,,,,,,,
8,4,3,18,128.284,137.447,1.25,,,,,,,,,,,,,,
8,4,4,18,128.284,137.447,0.8,,,,,,,,,,,,,,
8,4,5,24,188.284,0.850732,1.4,,,,,,,,,,,,,,
8,4,6,36,202.426,110.402,0.625,,,,,,,,,,,,,,
8,4,7,130,491.127,0.677276,0.941176,,,,,,,,,,,,,,
8,4,8,83,375.563,0.739471,118.182,,,,,,,,,,,,,,
8,4,9,15,12,1.309,166.667,,,,,,,,,,,,,,
8,5,1,9,8,176.715,1,,,,,,,,,,,,,,
8,5,2,71,378.995,0.621157,1.875,,,,,,,,,,,,,,
8,5,3,38,250.711,0.75971,1,,,,,,,,,,,,,,
