Folder,Image,Label,Area,Perimeter,Circularity,Aspect_Ratio,,,,,,,,,,,,,,
4,5,20,12,10,150.796,133.333,,,,,,,,,6,4,20,1.25,1.66667,0.701269
4,5,21,35,230.711,0.826309,114.286,,,,,,,,,6,4,21,0.296296,2.24999,0.0000774597
4,5,22,9,8,176.715,1,,,,,,,,,6,4,22,7.70263,1.14754,0.696991
4,5,23,12,10,150.796,133.333,,,,,,,,,6,4,23,4.12816,1.21429,0.891395
4,5,24,9,8,176.715,1,,,,,,,,,6,4,24,3.61641,1.32203,0.697244
5,1,1,8,8,15.708,0.5,,,,,,,,,6,4,25,1.19921,1.65217,0.696279
5,1,2,17,134.142,118.721,2,,,,,,,,,6,4,26,3.31378,1.36842,0.552179
5,1,3,6,6,209.439,1.5,,,,,,,,,6,4,27,0.888888,1.875,0.904534
5,1,4,27,188.284,0.957074,1,,,,,,,,,6,4,28,3.26806,1.4,0.828958
5,1,5,64,356.569,0.632563,1.625,,,,,,,,,6,4,29,10.5155,1.16393,0.914178
5,1,6,43,288.284,0.650184,0.307692,,,,,,,,,6,4,30,0.296296,2.24999,0.0000774597
5,1,7,18,14,115.405,0.5,,,,,,,,,6,4,31,0.541666,2,0.8
5,1,8,15,12,1.309,166.667,,,,,,,,,6,4,32,2.97856,1.08,0.76735
5,1,9,64,324.853,0.762108,1.5,,,,,,,,,6,4,33,0.296296,2.24999,0.0000774597
5,1,10,9,8,176.715,1,,,,,,,,,6,4,34,0.296296,2.24999,0.0000774597
5,1,11,12,10,150.796,0.75,,,,,,,,,6,4,35,1.34259,1.8,0.944749
5,1,12,9,8,176.715,1,,,,,,,,,6,4,36,0.138889,2.99999,1
5,1,13,22,148.284,125.731,1.5,,,,,,,,,6,5,1,5.95495,1.12871,0.666569
5,1,14,72,398.995,0.568339,0.846154,,,,,,,,,6,5,2,3.69253,1.30769,0.888471
5,1,15,36,20,113.097,1,,,,,,,,,6,5,3,0.296296,2.24999,0.0000774597
5,1,16,12,10,150.796,0.75,,,,,,,,,6,5,4,6.36862,1.25532,0.778586
5,1,17,216,749.706,0.482928,0.708333,,,,,,,,,6,5,5,11.9425,1.14483,0.897922
5,1,18,15,12,1.309,0.6,,,,,,,,,6,5,6,0.888888,1.875,0.904534
5,1,19,30,18,116.355,0.833333,,,,,,,,,6,5,7,0.296296,2.24999,0.0000774597
5,1,20,45,236.569,101.044,114.286,,,,,,,,,6,5,8,5.46006,1.18605,0.612682
5,1,21,36,20,113.097,1,,,,,,,,,6,5,9,0.541666,2,0.8
5,1,22,30,214.142,0.822104,116.667,,,,,,,,,6,5,10,5.08932,1.15,0.672652
5,1,23,24,168.284,106.496,1.75,,,,,,,,,6,5,11,2.20599,1.2,0.838548
5,1,24,35,194.142,116.691,1,,,,,,,,,6,5,12,8.19378,1.08029,0.689078
5,1,25,42,222.426,106.681,0.75,,,,,,,,,6,5,13,2.62865,1.26531,0.640217
5,1,26,41,268.284,0.715819,128.571,,,,,,,,,6,5,14,1.90476,1.75,0.964486
5,1,27,9,8,176.715,1,,,,,,,,,6,5,15,1.60064,1.53333,0.0591316
5,1,28,9,8,176.715,1,,,,,,,,,6,5,16,1.72007,1.375,0.77114
5,1,29,47,273.137,0.791674,1,,,,,,,,,6,5,17,0.888888,1.875,0.904534
5,1,30,12,10,150.796,133.333,,,,,,,,,6,5,18,4.64983,1.24638,0.851507
5,1,31,62,324.853,0.738292,1,,,,,,,,,6,5,19,1.11478,1.63636,0.729903
5,1,32,29,174.142,120.171,1.2,,,,,,,,,6,5,20,0.541666,2,0.8
5,1,33,245,102.912,0.290701,12.069,,,,,,,,,6,5,21,1.19921,1.65217,0.696279
5,1,34,43,268.284,0.750737,0.777778,,,,,,,,,7,1,1,0.138889,2.99999,1
5,1,35,47,270.711,0.805929,0.7,,,,,,,,,7,1,2,0.138889,2.99999,1
5,1,36,9,8,176.715,1,,,,,,,,,7,1,3,2.59306,1.42222,0.744552
5,1,37,15,12,1.309,0.6,,,,,,,,,7,1,4,0.541666,2,0.8
5,1,38,60,268.284,104.754,0.777778,,,,,,,,,7,1,5,0.888888,1.875,0.904534
5,1,39,62,282.426,0.976767,0.7,,,,,,,,,7,1,6,0.296296,2.24999,0.0000774597
5,1,40,9,8,176.715,1,,,,,,,,,7,1,7,9.79231,1,0.784491
5,1,41,89,413.137,0.655257,127.273,,,,,,,,,7,1,8,4.33237,1.27778,0.62185
5,1,42,9,8,176.715,1,,,,,,,,,7,1,9,2.49032,1.23404,0.725051
5,1,43,31,222.426,0.787406,0.75,,,,,,,,,7,1,10,11.0038,1.09677,0.849327
5,1,44,67,288.284,101.308,0.7,,,,,,,,,7,1,11,2.16442,1.47368,0.614166
5,1,45,42,222.426,106.681,1,,,,,,,,,7,1,12,2.94756,1.15385,0.710624
5,1,46,66,408.284,0.497541,0.533333,,,,,,,,,7,1,13,3.95383,1.48936,0.943747
5,1,47,46,248.284,0.937712,114.286,,,,,,,,,7,1,14,0.888888,1.875,0.904534
5,1,48,24,174.142,0.99452,0.571429,,,,,,,,,7,1,15,20.1921,0.958904,0.944866
5,1,49,12,10,150.796,0.75,,,,,,,,,7,1,16,4.23042,1.32258,0.836326
5,1,50,9,8,176.715,1,,,,,,,,,7,1,17,0.888888,1.875,0.904534
5,1,51,38,214.142,104.133,1.6,,,,,,,,,7,1,18,3.36739,1.26667,0.37592
5,1,52,12,10,150.796,133.333,,,,,,,,,7,1,19,6.94812,1.2037,0.711291
5,1,53,43,236.569,0.965527,114.286,,,,,,,,,7,1,20,2.36859,1.4054,0.872326
5,1,54,34,194.142,113.357,1.4,,,,,,,,,7,1,22,0.296296,2.24999,0.0000774597
5,1,55,32,20,100.531,0.5,,,,,,,,,7,1,23,2.27778,1.5,0.634099
5,1,56,116,456.569,0.699288,0.444444,,,,,,,,,7,1,24,5.375,1.33333,0.854574
5,1,57,12,10,150.796,133.333,,,,,,,,,7,1,25,8.85263,1.16418,0.79013
5,1,58,123,555.563,0.500781,244.444,,,,,,,,,7,1,26,0.800217,1.7647,0.449734
5,1,59,38,214.142,104.133,0.625,,,,,,,,,7,1,27,1.34259,1.8,0.944749
5,1,60,58,268.284,101.262,0.777778,,,,,,,,,7,1,28,0.296296,2.24999,0.0000774597
5,1,61,9,8,176.715,1,,,,,,,,,7,1,29,4.6978,1.25714,0.838688
5,1,62,24,18,0.930842,0.375,,,,,,,,,7,1,30,1.70923,1.58621,0.825816
5,1,63,18,134.142,125.705,0.8,,,,,,,,,7,1,31,0.843749,1.77778,0.0000538587
5,1,64,21,16,103.084,0.428571,,,,,,,,,7,1,32,3.48752,1.10204,0.867377
5,1,65,9,8,176.715,1,,,,,,,,,7,1,33,3.33419,1.25424,0.398362
5,1,66,30,208.284,0.868997,0.444444,,,,,,,,,7,1,34,5.78968,0.954545,0.682372
5,1,67,21,154.142,111.067,1.5,,,,,,,,,7,1,35,3.50928,1.17857,0.611536
5,1,68,18,14,115.405,2,,,,,,,,,7,1,36,0.296296,2.24999,0.0000774597
5,1,69,12,10,150.796,133.333,,,,,,,,,7,1,37,11.6998,1.02667,0.856443
5,1,70,6,6,209.439,0.666667,,,,,,,,,7,1,38,0.296296,2.24999,0.0000774597
5,1,72,112,481.421,0.607264,0.611111,,,,,,,,,7,1,39,2.33657,1.54286,0.887945
5,1,73,12,10,150.796,133.333,,,,,,,,,7,1,40,0.843749,1.77778,0.0000538587
5,1,74,9,8,176.715,1,,,,,,,,,7,1,41,0.541666,2,0.8
5,1,75,9,8,176.715,1,,,,,,,,,7,1,42,1.46296,1.5,0.906478
5,1,76,12,10,150.796,133.333,,,,,,,,,7,1,43,8.74851,0.907216,0.886286
5,1,77,51,270.711,0.874519,142.857,,,,,,,,,7,1,44,0.296296,2.24999,0.0000774597
5,1,78,90,393.137,0.731753,166.667,,,,,,,,,7,1,45,5.01481,1.10811,0.737957
5,1,79,15,12,1.309,166.667,,,,,,,,,7,1,46,0.888888,1.875,0.904534
5,1,80,6,6,209.439,1.5,,,,,,,,,7,1,47,0.541666,2,0.8
5,1,1,8,8,15.708,0.5,,,,,,,,,7,1,48,2.67721,1.44186,0.778867
5,1,2,17,134.142,118.721,2,,,,,,,,,7,1,49,0.541666,2,0.8
5,1,3,6,6,209.439,1.5,,,,,,,,,7,1,50,1.34259,1.8,0.944749
5,1,4,27,188.284,0.957074,1,,,,,,,,,7,1,51,1.34259,1.8,0.944749
5,1,5,64,356.569,0.632563,1.625,,,,,,,,,7,1,52,1.75463,1.28571,0.867299
5,1,6,43,288.284,0.650184,0.307692,,,,,,,,,7,1,53,33.7256,0.965879,0.899758
5,1,7,18,14,115.405,0.5,,,,,,,,,7,1,54,0.541666,2,0.8
5,1,8,15,12,1.309,166.667,,,,,,,,,7,1,55,2.16442,1.47368,0.614166
5,1,9,64,324.853,0.762108,1.5,,,,,,,,,7,1,56,0.888888,1.875,0.904534
5,1,10,9,8,176.715,1,,,,,,,,,7,1,57,0.296296,2.24999,0.0000774597
5,1,11,12,10,150.796,0.75,,,,,,,,,7,1,58,0.296296,2.24999,0.0000774597
5,1,12,9,8,176.715,1,,,,,,,,,7,1,59,0.541666,2,0.8
5,1,13,22,148.284,125.731,1.5,,,,,,,,,7,1,60,0.888888,1.875,0.904534
5,1,14,72,398.995,0.568339,0.846154,,,,,,,,,7,1,61,6.54863,1.07018,0.644882
5,1,15,36,20,113.097,1,,,,,,,,,7,1,62,2.88885,1.33333,0.542564
5,1,16,12,10,150.796,0.75,,,,,,,,,7,1,63,0.138889,2.99999,1
5,1,17,216,749.706,0.482928,0.708333,,,,,,,,,7,2,1,0.734056,1.85714,0.890659
5,1,18,15,12,1.309,0.6,,,,,,,,,7,2,2,3.44927,1.36842,0.574391
5,1,19,30,18,116.355,0.833333,,,,,,,,,7,2,3,0.541666,2,0.8
5,1,20,45,236.569,101.044,114.286,,,,,,,,,7,2,4,0.296296,2.24999,0.0000774597
5,1,21,36,20,113.097,1,,,,,,,,,7,2,5,2.5548,1.26087,0.6783
5,1,22,30,214.142,0.822104,116.667,,,,,,,,,7,2,6,1.6471,1.57143,0.814365
5,1,23,24,168.284,106.496,1.75,,,,,,,,,7,2,7,0.541666,2,0.8
5,1,24,35,194.142,116.691,1,,,,,,,,,7,2,8,0.541666,2,0.8
5,1,25,42,222.426,106.681,0.75,,,,,,,,,7,2,9,1.78968,1.35484,0.835905
5,1,26,41,268.284,0.715819,128.571,,,,,,,,,7,2,10,1.19921,1.65217,0.696279
5,1,27,9,8,176.715,1,,,,,,,,,7,2,11,3.91479,1.36667,0.72202
5,1,28,9,8,176.715,1,,,,,,,,,7,2,12,2.57639,1.71428,0.975563
5,1,29,47,273.137,0.791674,1,,,,,,,,,7,2,13,3.50781,1.22034,0.745142
5,1,30,12,10,150.796,133.333,,,,,,,,,7,2,14,1.90476,1.75,0.964486
5,1,31,62,324.853,0.738292,1,,,,,,,,,7,2,15,2.45679,1.42105,0.867665
5,1,32,29,174.142,120.171,1.2,,,,,,,,,7,2,16,0.888888,1.875,0.904534
5,1,33,245,102.912,0.290701,12.069,,,,,,,,,7,2,17,2.68679,1.43478,0.504219
5,1,34,43,268.284,0.750737,0.777778,,,,,,,,,7,2,18,7.54796,1.18447,0.866818
5,1,35,47,270.711,0.805929,0.7,,,,,,,,,7,2,19,0.541666,2,0.8
5,1,36,9,8,176.715,1,,,,,,,,,7,2,20,0.541666,2,0.8
5,1,37,15,12,1.309,0.6,,,,,,,,,7,2,21,5.69582,1.13684,0.602011
5,1,38,60,268.284,104.754,0.777778,,,,,,,,,7,2,24,0.800217,1.7647,0.449734
5,1,39,62,282.426,0.976767,0.7,,,,,,,,,7,2,26,1.87508,1.47059,0.600458
5,1,40,9,8,176.715,1,,,,,,,,,7,2,27,2.01439,1.48571,0.716837
5,1,41,89,413.137,0.655257,127.273,,,,,,,,,7,2,28,7.37929,1.15044,0.77459
5,1,42,9,8,176.715,1,,,,,,,,,7,2,29,1.90476,1.75,0.964486
5,1,43,31,222.426,0.787406,0.75,,,,,,,,,7,2,30,1.70923,1.58621,0.825816
5,1,44,67,288.284,101.308,0.7,,,,,,,,,7,2,31,0.296296,2.24999,0.0000774597
5,1,45,42,222.426,106.681,1,,,,,,,,,7,2,32,0.888888,1.875,0.904534
5,1,46,66,408.284,0.497541,0.533333,,,,,,,,,7,2,33,0.541666,2,0.8
5,1,47,46,248.284,0.937712,114.286,,,,,,,,,7,2,34,0.296296,2.24999,0.0000774597
5,1,48,24,174.142,0.99452,0.571429,,,,,,,,,7,3,1,0.138889,2.99999,1
5,1,49,12,10,150.796,0.75,,,,,,,,,7,3,2,2.26295,1.52941,0.880551
5,1,50,9,8,176.715,1,,,,,,,,,7,3,3,0.296296,2.24999,0.0000774597
5,1,51,38,214.142,104.133,1.6,,,,,,,,,7,3,4,0.888888,1.875,0.904534
5,1,52,12,10,150.796,133.333,,,,,,,,,7,3,5,1.77083,1.6,0.834847
5,1,53,43,236.569,0.965527,114.286,,,,,,,,,7,3,6,1.25,1.66667,0.701269
5,1,54,34,194.142,113.357,1.4,,,,,,,,,7,3,7,0.541666,2,0.8
5,1,55,32,20,100.531,0.5,,,,,,,,,7,3,8,1.11478,1.63636,0.729903
5,1,56,116,456.569,0.699288,0.444444,,,,,,,,,7,3,9,0.296296,2.24999,0.0000774597
5,1,57,12,10,150.796,133.333,,,,,,,,,7,3,10,0.296296,2.24999,0.0000774597
5,1,58,123,555.563,0.500781,244.444,,,,,,,,,7,3,11,0.888888,1.875,0.904534
5,1,59,38,214.142,104.133,0.625,,,,,,,,,7,3,12,10.6645,1.17241,0.844733
5,1,60,58,268.284,101.262,0.777778,,,,,,,,,7,3,13,18.8066,0.804598,0.765479
5,1,61,9,8,176.715,1,,,,,,,,,7,3,14,0.296296,2.24999,0.0000774597
5,1,62,24,18,0.930842,0.375,,,,,,,,,7,3,15,0.296296,2.24999,0.0000774597
5,1,63,18,134.142,125.705,0.8,,,,,,,,,7,3,16,0.296296,2.24999,0.0000774597
5,1,64,21,16,103.084,0.428571,,,,,,,,,7,3,17,1.25,1.66667,0.701269
5,1,65,9,8,176.715,1,,,,,,,,,7,3,18,0.296296,2.24999,0.0000774597
5,1,66,30,208.284,0.868997,0.444444,,,,,,,,,7,3,19,2.772,1.30612,0.639622
5,1,67,21,154.142,111.067,1.5,,,,,,,,,7,3,20,3.08423,1.51219,0.922554
5,1,68,18,14,115.405,2,,,,,,,,,7,3,21,0.296296,2.24999,0.0000774597
5,1,69,12,10,150.796,133.333,,,,,,,,,7,3,22,2.80513,1.18182,0.82544
5,1,70,6,6,209.439,0.666667,,,,,,,,,7,3,23,0.296296,2.24999,0.0000774597
5,1,71,9,8,176.715,1,,,,,,,,,7,3,24,5.2357,1.13953,0.768951
5,1,72,112,481.421,0.607264,0.611111,,,,,,,,,7,3,25,6.03839,1.29268,0.840739
5,1,73,12,10,150.796,133.333,,,,,,,,,7,3,26,0.296296,2.24999,0.0000774597
5,1,74,9,8,176.715,1,,,,,,,,,7,3,27,0.541666,2,0.8
5,1,75,9,8,176.715,1,,,,,,,,,7,3,28,0.296296,2.24999,0.0000774597
5,1,76,12,10,150.796,133.333,,,,,,,,,7,3,29,1.52958,1.57143,0.571312
5,1,77,51,270.711,0.874519,142.857,,,,,,,,,7,3,30,1.77083,1.6,0.834847
5,1,78,90,393.137,0.731753,166.667,,,,,,,,,7,3,31,1.34259,1.8,0.944749
5,1,79,15,12,1.309,166.667,,,,,,,,,7,3,32,1.34259,1.8,0.944749
5,1,80,6,6,209.439,1.5,,,,,,,,,7,3,33,19.0288,1.1068,0.92461
6,1,1,20,14,128.228,1.25,,,,,,,,,7,3,34,0.541666,2,0.8
6,1,2,30,18,116.355,0.833333,,,,,,,,,7,3,35,0.296296,2.24999,0.0000774597
6,1,3,59,284.853,0.913736,0.636364,,,,,,,,,7,3,36,0.138889,2.99999,1
6,1,4,9,8,176.715,1,,,,,,,,,7,4,1,2.82839,1.36364,0.825886
6,1,5,49,262.426,0.89411,0.777778,,,,,,,,,7,4,2,1.90476,1.75,0.964486
6,1,6,18,14,115.405,2,,,,,,,,,7,4,3,0.296296,2.24999,0.0000774597
6,1,7,29,182.426,109.505,0.714286,,,,,,,,,7,4,4,0.541666,2,0.8
6,1,8,9,8,176.715,1,,,,,,,,,7,4,5,2.44164,1.38461,0.830331
6,1,9,30,188.284,106.342,0.714286,,,,,,,,,7,4,6,0.296296,2.24999,0.0000774597
6,1,10,9,8,176.715,1,,,,,,,,,7,4,7,0.541666,2,0.8
6,1,11,18,14,115.405,0.5,,,,,,,,,7,4,8,0.296296,2.24999,0.0000774597
6,1,12,12,10,150.796,0.75,,,,,,,,,7,4,9,0.296296,2.24999,0.0000774597
6,1,13,9,8,176.715,1,,,,,,,,,7,4,10,0.541666,2,0.8
6,1,14,18,134.142,125.705,0.8,,,,,,,,,7,4,11,1.85197,1.39394,0.772778
6,1,15,15,12,1.309,166.667,,,,,,,,,7,4,12,1.11478,1.63636,0.729903
6,1,16,9,8,176.715,1,,,,,,,,,7,4,13,3.28789,1.23636,0.776956
6,1,17,15,114.142,14.468,1,,,,,,,,,7,4,14,0.296296,2.24999,0.0000774597
6,1,18,23,154.142,121.645,0.666667,,,,,,,,,7,4,15,1.34259,1.8,0.944749
6,1,19,12,10,150.796,133.333,,,,,,,,,7,4,16,4.04526,1.07042,0.682384
6,1,20,49,290.711,0.728591,0.8,,,,,,,,,7,4,17,0.541666,2,0.8
6,1,21,9,8,176.715,1,,,,,,,,,7,4,18,0.296296,2.24999,0.0000774597
6,1,22,9,8,176.715,1,,,,,,,,,7,4,19,0.541666,2,0.8
6,1,23,12,10,150.796,133.333,,,,,,,,,7,4,20,4.30778,1.09333,0.624672
6,1,24,12,10,150.796,133.333,,,,,,,,,7,4,21,0.541666,2,0.8
6,1,25,18,14,115.405,0.5,,,,,,,,,7,4,23,0.734056,1.85714,0.890659
6,1,26,36,234.142,0.825189,0.4,,,,,,,,,7,4,24,1.19921,1.65217,0.696279
6,1,27,29,176.569,116.891,1,,,,,,,,,7,4,25,4.17501,1.25,0.502838
6,1,28,56,276.569,0.92001,0.7,,,,,,,,,7,4,26,0.888888,1.875,0.904534
6,1,29,12,10,150.796,0.75,,,,,,,,,7,4,27,5.32814,1.20988,0.817388
6,1,30,12,10,150.796,133.333,,,,,,,,,7,4,28,0.541666,2,0.8
6,1,31,12,10,150.796,133.333,,,,,,,,,7,4,29,0.541666,2,0.8
6,1,32,12,10,150.796,0.75,,,,,,,,,7,4,30,2.08884,1.68,0.962672
6,1,33,9,8,176.715,1,,,,,,,,,7,5,1,1.19921,1.65217,0.696279
6,1,34,26,168.284,115.371,0.571429,,,,,,,,,7,5,2,1.9439,1.42857,0.706196
6,1,35,9,8,176.715,1,,,,,,,,,7,5,3,0.888888,1.875,0.904534
6,1,36,9,8,176.715,1,,,,,,,,,7,5,4,4.24595,1.17949,0.265072
6,1,37,9,8,176.715,1,,,,,,,,,7,5,5,4.8614,1.2987,0.534693
6,1,38,29,188.284,102.797,1,,,,,,,,,7,5,6,0.296296,2.24999,0.0000774597
6,1,39,12,10,150.796,0.75,,,,,,,,,7,5,7,1.1459,1.63636,0.672944
6,1,40,18,14,115.405,2,,,,,,,,,7,5,8,0.296296,2.24999,0.0000774597
6,1,41,20,148.284,114.301,1.5,,,,,,,,,7,5,9,0.541666,2,0.8
6,1,42,21,16,103.084,233.333,,,,,,,,,7,5,10,2.77856,1.41667,0.0448902
6,1,43,35,196.569,113.828,116.667,,,,,,,,,7,5,12,0.888888,1.875,0.904534
6,1,44,9,8,176.715,1,,,,,,,,,7,5,13,2.66071,1.21739,0.806111
6,1,45,9,8,176.715,1,,,,,,,,,7,5,14,1.34259,1.8,0.944749
6,1,46,42,222.426,106.681,0.75,,,,,,,,,7,5,15,0.761904,1.75,0.652328
6,1,47,15,114.142,14.468,1,,,,,,,,,7,5,16,2.29333,1.38889,0.879144
6,1,48,161,635.563,0.500862,1,,,,,,,,,7,5,17,0.541666,2,0.8
6,1,49,15,114.142,14.468,1,,,,,,,,,7,5,18,6.58308,1.27083,0.781764
6,1,50,6,6,209.439,1.5,,,,,,,,,7,5,19,3.03348,1.2,0.673386
6,1,51,6,6,209.439,1.5,,,,,,,,,7,5,20,0.541666,2,0.8
6,2,1,34,216.569,0.910957,2.5,,,,,,,,,7,5,21,0.138889,2.99999,1
6,2,2,6,6,209.439,1.5,,,,,,,,,7,5,22,0.566666,2.49999,1
6,2,3,9,8,176.715,1,,,,,,,,,8,1,1,0.138889,2.99999,1
6,2,4,18,128.284,137.447,0.8,,,,,,,,,8,1,2,2.66348,1.40425,0.553668
6,2,5,9,8,176.715,1,,,,,,,,,8,1,3,4.77482,1.11905,0.575083
6,2,6,23,148.284,131.446,1,,,,,,,,,8,1,4,0.541666,2,0.8
6,2,7,21,16,103.084,233.333,,,,,,,,,8,1,5,7.68785,1.22124,0.73161
6,2,8,18,14,115.405,2,,,,,,,,,8,1,6,0.296296,2.24999,0.0000774597
6,2,9,55,318.995,0.679211,1.5,,,,,,,,,8,1,7,8.88768,1.024,0.821623
6,2,10,20,14,128.228,1.25,,,,,,,,,8,1,8,9.3723,1.09091,0.891533
6,2,11,9,8,176.715,1,,,,,,,,,8,1,9,3.01492,1.33333,0.622994
6,2,12,30,18,116.355,1.2,,,,,,,,,8,1,10,0.138889,2.99999,1
6,2,13,27,174.142,111.883,1.75,,,,,,,,,8,1,11,3.43889,1.15385,0.864493
6,2,14,22,148.284,125.731,1,,,,,,,,,8,1,12,11.7367,1.03226,0.684438
6,2,15,36,216.569,0.964543,1,,,,,,,,,8,1,13,6.18442,1.22727,0.870965
6,2,16,15,12,1.309,166.667,,,,,,,,,8,1,14,0.541666,2,0.8
6,2,17,24,168.284,106.496,1.75,,,,,,,,,8,1,15,8.15948,1.25301,0.957645
6,2,18,50,290.711,0.74346,0.8,,,,,,,,,8,1,16,2.34396,1.34884,0.515492
6,2,19,9,8,176.715,1,,,,,,,,,8,1,17,0.296296,2.24999,0.0000774597
6,2,20,36,216.569,0.964543,0.75,,,,,,,,,8,1,18,0.888888,1.875,0.904534
6,2,21,23,154.142,121.645,1.5,,,,,,,,,8,1,19,0.888888,1.875,0.904534
6,2,22,28,208.284,0.811064,0.857143,,,,,,,,,8,1,20,4.74862,1.27273,0.605325
6,2,23,15,114.142,14.468,1,,,,,,,,,8,1,21,0.296296,2.24999,0.0000774597
6,2,24,27,168.284,119.808,1.2,,,,,,,,,8,1,22,0.541666,2,0.8
6,2,25,9,8,176.715,1,,,,,,,,,8,1,23,1.47709,1.51724,0.5474
6,2,26,9,8,176.715,1,,,,,,,,,8,1,24,0.541666,2,0.8
6,2,27,42,228.284,101.276,133.333,,,,,,,,,8,1,25,6.13057,1.04673,0.510797
6,2,28,12,10,150.796,133.333,,,,,,,,,8,1,26,0.541666,2,0.8
6,2,29,29,196.569,0.943148,116.667,,,,,,,,,8,1,27,0.541666,2,0.8
6,2,30,57,276.569,0.936438,142.857,,,,,,,,,8,1,28,1.49233,1.51724,0.339037
6,2,31,71,341.421,0.765397,0.692308,,,,,,,,,8,1,29,1.57725,1.55555,0.853231
6,2,32,32,20,100.531,0.5,,,,,,,,,8,1,30,5.29203,1.225,0.792181
6,2,33,9,8,176.715,1,,,,,,,,,8,1,31,20.405,1.14433,0.95931
6,2,34,15,12,1.309,166.667,,,,,,,,,8,1,32,1.71818,1.33333,0.840635
6,2,35,12,10,150.796,0.75,,,,,,,,,8,1,33,0.541666,2,0.8
6,2,36,24,202.426,0.736015,116.667,,,,,,,,,8,1,34,3.59028,1.1875,0.601634
6,2,37,32,196.569,104.071,116.667,,,,,,,,,8,1,35,2.53663,1.42857,0.772309
6,2,38,9,8,176.715,1,,,,,,,,,8,1,36,1.34259,1.8,0.944749
6,2,39,29,188.284,102.797,0.5,,,,,,,,,8,2,1,0.541666,2,0.8
6,2,40,18,14,115.405,2,,,,,,,,,8,2,2,0.296296,2.24999,0.0000774597
6,2,41,25,182.426,0.944005,0.714286,,,,,,,,,8,2,3,3.8632,1.23529,0.68268
6,2,42,45,268.284,0.785655,3,,,,,,,,,8,2,4,0.888888,1.875,0.904534
6,3,1,18,168.284,0.798721,1.2,,,,,,,,,8,2,5,4.57785,1.18518,0.912058
6,3,2,9,8,176.715,1,,,,,,,,,8,2,6,4.25541,1.25,0.548252
6,3,3,21,16,103.084,233.333,,,,,,,,,8,2,7,4.35363,1.20548,0.684143
6,3,4,41,236.569,0.920619,1.5,,,,,,,,,8,2,8,1.25,1.66667,0.701269
6,3,5,9,8,176.715,1,,,,,,,,,8,2,9,3.55062,1.21429,0.829598
6,3,6,9,8,176.715,1,,,,,,,,,8,2,10,16.1986,1.09453,0.889157
6,3,7,9,8,176.715,1,,,,,,,,,8,2,11,1.70923,1.58621,0.825816
6,3,8,12,10,150.796,0.75,,,,,,,,,8,2,12,1.90021,1.42857,0.726406
6,3,9,9,8,176.715,1,,,,,,,,,8,2,13,3.43889,1.15385,0.864493
6,3,10,12,10,150.796,0.75,,,,,,,,,8,2,14,1.32974,1.46154,0.768027
6,3,11,32,228.284,0.771628,2.5,,,,,,,,,8,2,15,2.54219,1.3913,0.561414
6,3,12,9,8,176.715,1,,,,,,,,,8,2,16,1.11478,1.63636,0.729903
6,3,13,9,8,176.715,1,,,,,,,,,8,2,17,14.8312,1.0929,0.889182
6,3,14,9,8,176.715,1,,,,,,,,,8,2,18,0.888888,1.875,0.904534
6,3,15,12,10,150.796,0.75,,,,,,,,,8,2,19,3.81839,1.3125,0.664759
6,3,16,12,10,150.796,0.75,,,,,,,,,8,2,20,0.138889,2.99999,1
6,3,17,9,8,176.715,1,,,,,,,,,8,3,1,0.138889,2.99999,1
6,3,18,21,168.284,0.931842,1.2,,,,,,,,,8,3,2,0.296296,2.24999,0.0000774597
6,3,19,15,12,1.309,166.667,,,,,,,,,8,3,3,3.6807,1.25424,0.763681
6,3,20,56,278.995,0.904077,0.8,,,,,,,,,8,3,4,0.541666,2,0.8
6,3,21,52,256.569,0.992673,1,,,,,,,,,8,3,5,4.65921,1.31429,0.798762
6,3,22,12,10,150.796,133.333,,,,,,,,,8,3,6,0.541666,2,0.8
6,3,23,15,12,1.309,0.6,,,,,,,,,8,3,7,6.39062,1.10891,0.796614
6,3,24,71,353.137,0.715454,0.692308,,,,,,,,,8,3,8,15.7066,1.12676,0.959735
6,3,25,45,236.569,101.044,114.286,,,,,,,,,8,3,9,3.3688,1.28814,0.665384
6,3,26,68,338.995,0.743588,1.1,,,,,,,,,8,3,10,2.26602,1.52941,0.880819
6,3,27,15,114.142,14.468,1,,,,,,,,,8,3,11,1.34259,1.8,0.944749
6,3,28,59,338.995,0.645172,0.75,,,,,,,,,8,3,12,0.138889,2.99999,1
6,3,29,218,89.598,0.341248,0.514286,,,,,,,,,8,3,13,4.3044,1.32308,0.727434
6,3,30,9,8,176.715,1,,,,,,,,,8,3,14,13.4628,1.56923,0.995223
6,3,31,15,12,1.309,0.6,,,,,,,,,8,4,1,0.541666,2,0.8
6,3,32,6,6,209.439,0.666667,,,,,,,,,8,4,2,3.19199,1.41176,0.662648
6,3,33,15,12,1.309,0.6,,,,,,,,,8,4,3,1.1459,1.63636,0.672944
6,3,34,9,8,176.715,1,,,,,,,,,8,4,4,1.1459,1.63636,0.672944
6,3,35,18,14,115.405,2,,,,,,,,,8,4,5,2.40476,1.2973,0.878031
6,3,36,20,14,128.228,1.25,,,,,,,,,8,4,6,3.4423,1.41176,0.83692
6,3,37,43,236.569,0.965527,114.286,,,,,,,,,8,4,7,23.1575,1.06122,0.927621
6,3,38,118,483.848,0.633395,0.666667,,,,,,,,,8,4,8,9.38512,1.03106,0.632671
